권역,출처,매물ID,매물URL,매물명,주소,위도,경도,주거유형,보증금_만원,월세_만원,관리비_만원,가격표기,층정보,계약면적_m2,전용면적_m2,방향,확인일자,설명,원문태그,서울대거리_m,기준역거리_m,가까운기준점,편의성,편의성_라벨,안전도,공동현관_비밀번호,지상층여부,대로변_가까움,CCTV,관리인_상주,가로등,safety_score_100,safety_score_10,safety,안전최종,안전도,안전등급,안전_공공환경,안전_건물보정,안전_cctv,가까운_cctv_m,cctv_반경내개수,안전_lighting,가까운_lighting_m,lighting_반경내개수,안전_police,가까운_police_m,police_반경내개수,안전_safe_route,가까운_safe_route_m,safe_route_반경내개수,안전_emergency,가까운_emergency_m,emergency_반경내개수,안전_백분위,name,address,lat,lng,deposit,monthly_rent,maintenance_fee,convenience,monthly_transport
낙성대역,synthetic_market_model,SYN0037,,인헌동 분리형원룸 037,서울 관악구 인헌동,37.4755695,126.961939,분리형원룸,1450,50,9,"월세 1,450/50",반지하/4층,28.0,21.0,남서향,2026.05.27,주차 가능; 분리형; 채광 양호; 역세권 도보권; 학교 접근성 양호,주차 가능; 분리형; 채광 양호; 역세권 도보권,1896,216,낙성대역,8,주차 가능; 분리형; 채광 양호; 역세권 도보권; 학교 접근성 양호,,O,X,O,O,X,O,43.32,4.33,4.33,4.33,4.33,D,2.36,8.0,3.48,230.5,3,0.0,297.6,0,6.57,490.8,2,0.0,241.0,0,0.0,230.5,0,47.8,인헌동 분리형원룸 037,서울 관악구 인헌동,37.4755695,126.961939,1450,50,9,8,2.0
낙성대역,synthetic_market_model,SYN0038,,인헌동 원룸 038,서울 관악구 인헌동,37.4788887,126.9625808,원룸,1050,50,8,"월세 1,050/50",3/7층,35.6,23.9,동향,2026.06.09,신축/준신축; 풀옵션; 엘리베이터; 주차 가능; 역세권 도보권,신축/준신축; 풀옵션; 엘리베이터; 주차 가능,2259,238,낙성대역,9,신축/준신축; 풀옵션; 엘리베이터; 주차 가능; 역세권 도보권,,O,O,X,O,O,O,61.03,6.1,6.1,6.1,6.1,B,4.0,10.0,6.46,170.7,6,0.0,170.7,0,6.93,444.3,1,0.0,178.4,0,6.78,82.2,1,78.9,인헌동 원룸 038,서울 관악구 인헌동,37.4788887,126.9625808,1050,50,8,9,2.0
낙성대역,synthetic_market_model,SYN0039,,인헌동 오피스텔 039,서울 관악구 인헌동,37.4775234,126.9642974,오피스텔,950,57,5,월세 950/57,4/5층,32.2,22.3,동향,2026.05.27,신축/준신축; 풀옵션; 엘리베이터; 주차 가능; 역세권 도보권; 학교 접근성 양호,신축/준신축; 풀옵션; 엘리베이터; 주차 가능,2182,84,낙성대역,9,신축/준신축; 풀옵션; 엘리베이터; 주차 가능; 역세권 도보권; 학교 접근성 양호,,O,O,X,O,O,O,92.28,9.23,9.23,9.23,9.23,A,8.81,10.0,10.0,16.9,9,9.07,13.7,4,5.22,598.1,1,10.0,6.9,3,10.0,16.9,7,98.9,인헌동 오피스텔 039,서울 관악구 인헌동,37.4775234,126.9642974,950,57,5,9,2.0
낙성대역,synthetic_market_model,SYN0040,,인헌동 빌라 040,서울 관악구 인헌동,37.4792574,126.9558322,빌라,1300,43,3,"월세 1,300/43",고층 4/8층,52.2,38.2,북향,2026.06.09,옵션 언급; 엘리베이터; 주차 가능; 복층; 기준역 도보권; 학교 접근성 양호,옵션 언급; 엘리베이터; 주차 가능; 복층,2154,740,낙성대역,8,옵션 언급; 엘리베이터; 주차 가능; 복층; 기준역 도보권; 학교 접근성 양호,,O,O,X,O,X,X,41.37,4.14,4.14,4.14,4.14,D,1.79,8.5,0.0,486.0,0,0.0,505.2,0,8.93,186.9,2,0.0,497.7,0,0.0,480.1,0,42.2,인헌동 빌라 040,서울 관악구 인헌동,37.4792574,126.9558322,1300,43,3,8,2.0
낙성대역,synthetic_market_model,SYN0041,,인헌동 원룸 041,서울 관악구 인헌동,37.4824945,126.9671762,원룸,2000,52,6,"월세 2,000/52",반지하/5층,27.6,19.0,남향,2026.06.09,신축/준신축; 풀옵션; 채광 양호; 기준역 도보권,신축/준신축; 풀옵션; 채광 양호; 기준역 도보권,2790,690,낙성대역,7,신축/준신축; 풀옵션; 채광 양호; 기준역 도보권,,O,X,O,O,X,O,28.61,2.86,2.86,2.86,2.86,D,0.09,8.0,0.0,519.0,0,0.0,519.0,0,0.47,964.1,1,0.0,514.9,0,0.0,567.9,0,17.8,인헌동 원룸 041,서울 관악구 인헌동,37.4824945,126.9671762,2000,52,6,7,2.0
낙성대역,synthetic_market_model,SYN0042,,인헌동 투룸 042,서울 관악구 인헌동,37.4771156,126.9639264,투룸,850,76,8,월세 850/76,1/5층,65.3,44.0,남향,2026.06.03,엘리베이터; 주차 가능; 투룸 구조; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,엘리베이터; 주차 가능; 투룸 구조; 채광 양호,2127,29,낙성대역,9,엘리베이터; 주차 가능; 투룸 구조; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,,O,X,O,X,X,O,70.94,7.09,7.09,7.09,7.09,B+,6.61,8.0,10.0,26.7,9,0.0,63.5,0,5.53,574.7,1,10.0,28.5,2,10.0,26.7,6,91.1,인헌동 투룸 042,서울 관악구 인헌동,37.4771156,126.9639264,850,76,8,9,2.0
낙성대역,synthetic_market_model,SYN0043,,인헌동 원룸 043,서울 관악구 인헌동,37.4791267,126.9645511,원룸,700,43,7,월세 700/43,반지하/3층,29.6,21.0,남동향,2026.06.09,풀옵션; 엘리베이터; 주차 가능; 채광 양호; 즉시입주 가능; 역세권 도보권,풀옵션; 엘리베이터; 주차 가능; 채광 양호,2352,255,낙성대역,9,풀옵션; 엘리베이터; 주차 가능; 채광 양호; 즉시입주 가능; 역세권 도보권,,O,X,O,O,X,O,47.73,4.77,4.77,4.77,4.77,D,3.04,8.0,6.83,163.5,9,0.0,163.5,0,4.94,620.2,1,0.0,165.6,0,0.0,167.5,0,61.1,인헌동 원룸 043,서울 관악구 인헌동,37.4791267,126.9645511,700,43,7,9,2.0
낙성대역,synthetic_market_model,SYN0044,,인헌동 투룸 044,서울 관악구 인헌동,37.4732662,126.9601762,투룸,1150,54,7,"월세 1,150/54",4/6층,54.2,42.3,북향,2026.06.09,풀옵션; 투룸 구조; 역세권 도보권; 학교 접근성 양호,풀옵션; 투룸 구조; 역세권 도보권; 학교 접근성 양호,1599,512,낙성대역,7,풀옵션; 투룸 구조; 역세권 도보권; 학교 접근성 양호,,O,O,X,O,X,O,41.84,4.18,4.18,4.18,4.18,D,1.05,10.0,0.1,298.0,1,0.0,596.9,0,5.11,607.1,2,0.0,539.5,0,0.0,298.0,0,43.3,인헌동 투룸 044,서울 관악구 인헌동,37.4732662,126.9601762,1150,54,7,7,2.0
낙성대역,synthetic_market_model,SYN0045,,인헌동 투룸 045,서울 관악구 인헌동,37.4774194,126.9590718,투룸,950,69,8,월세 950/69,고층 7/10층,58.6,39.2,서향,2026.05.18,신축/준신축; 엘리베이터; 주차 가능; 투룸 구조; 역세권 도보권; 학교 접근성 양호,신축/준신축; 엘리베이터; 주차 가능; 투룸 구조,2006,411,낙성대역,9,신축/준신축; 엘리베이터; 주차 가능; 투룸 구조; 역세권 도보권; 학교 접근성 양호,,X,O,O,O,X,O,43.23,4.32,4.32,4.32,4.32,D,3.69,5.5,6.23,175.5,1,0.0,426.4,0,9.11,164.8,2,0.0,404.5,0,0.0,175.5,0,46.7,인헌동 투룸 045,서울 관악구 인헌동,37.4774194,126.9590718,950,69,8,9,2.0
낙성대역,synthetic_market_model,SYN0046,,인헌동 원룸 046,서울 관악구 인헌동,37.4752658,126.967796,원룸,700,43,6,월세 700/43,1/3층,25.4,20.2,남동향,2026.05.27,주차 가능; 채광 양호; 역세권 도보권; 학교 접근성 양호,주차 가능; 채광 양호; 역세권 도보권; 학교 접근성 양호,2132,406,낙성대역,7,주차 가능; 채광 양호; 역세권 도보권; 학교 접근성 양호,,O,X,O,O,X,O,36.83,3.68,3.68,3.68,3.68,D,0.28,10.0,0.0,317.1,0,0.0,317.1,0,1.41,891.8,2,0.0,319.3,0,0.0,317.1,0,31.1,인헌동 원룸 046,서울 관악구 인헌동,37.4752658,126.967796,700,43,6,7,2.0
낙성대역,synthetic_market_model,SYN0047,,인헌동 원룸 047,서울 관악구 인헌동,37.477024,126.9632028,원룸,1000,43,6,"월세 1,000/43",2/4층,32.0,21.5,남서향,2026.05.27,옵션 언급; 채광 양호; 역세권 도보권; 학교 접근성 양호,옵션 언급; 채광 양호; 역세권 도보권; 학교 접근성 양호,2090,44,낙성대역,7,옵션 언급; 채광 양호; 역세권 도보권; 학교 접근성 양호,,X,O,O,O,X,O,61.78,6.18,6.18,6.18,6.18,B,6.54,5.5,10.0,40.0,9,0.0,101.1,0,6.3,515.6,1,8.55,47.3,2,10.0,40.0,5,82.2,인헌동 원룸 047,서울 관악구 인헌동,37.477024,126.9632028,1000,43,6,7,2.0
낙성대역,synthetic_market_model,SYN0048,,인헌동 빌라 048,서울 관악구 인헌동,37.4787245,126.9649091,빌라,1300,48,10,"월세 1,300/48",고층 13/15층,39.3,29.6,남향,2026.06.03,신축/준신축; 풀옵션; 주차 가능; 채광 양호; 즉시입주 가능; 역세권 도보권,신축/준신축; 풀옵션; 주차 가능; 채광 양호,2325,226,낙성대역,9,신축/준신축; 풀옵션; 주차 가능; 채광 양호; 즉시입주 가능; 역세권 도보권,,O,O,X,X,X,O,52.01,5.2,5.2,5.2,5.2,C,3.69,8.0,8.22,135.6,9,0.0,135.6,0,4.59,646.9,1,1.11,136.7,2,1.44,135.6,3,65.6,인헌동 빌라 048,서울 관악구 인헌동,37.4787245,126.9649091,1300,48,10,9,2.0
낙성대역,synthetic_market_model,SYN0049,,인헌동 투룸 049,서울 관악구 인헌동,37.4775134,126.9633098,투룸,1450,61,7,"월세 1,450/61",1/3층,51.8,35.9,북향,2026.06.03,투룸 구조; 역세권 도보권; 학교 접근성 양호,투룸 구조; 역세권 도보권; 학교 접근성 양호,2143,73,낙성대역,7,투룸 구조; 역세권 도보권; 학교 접근성 양호,,O,X,X,O,X,O,78.07,7.81,7.81,7.81,7.81,B+,6.63,10.0,10.0,49.1,9,0.0,57.4,0,6.34,512.3,1,9.05,41.4,2,10.0,49.1,5,94.4,인헌동 투룸 049,서울 관악구 인헌동,37.4775134,126.9633098,1450,61,7,7,2.0
낙성대역,synthetic_market_model,SYN0050,,인헌동 원룸 050,서울 관악구 인헌동,37.476455,126.964595,원룸,850,54,6,월세 850/54,고층 6/8층,34.2,23.4,동향,2026.05.27,신축/준신축; 풀옵션; 엘리베이터; 주차 가능; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,신축/준신축; 풀옵션; 엘리베이터; 주차 가능,2089,95,낙성대역,10,신축/준신축; 풀옵션; 엘리베이터; 주차 가능; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,,O,O,O,O,O,O,67.14,6.71,6.71,6.71,6.71,B,4.95,10.0,9.87,102.6,9,0.0,102.6,0,4.53,651.8,1,4.03,101.7,2,4.74,102.6,6,87.8,인헌동 원룸 050,서울 관악구 인헌동,37.476455,126.964595,850,54,6,10,2.0
낙성대역,synthetic_market_model,SYN0051,,인헌동 원룸 051,서울 관악구 인헌동,37.4769904,126.9637253,원룸,1450,50,4,"월세 1,450/50",반지하/3층,25.4,18.4,남서향,2026.06.09,풀옵션; 주차 가능; 복층; 채광 양호; 역세권 도보권; 학교 접근성 양호,풀옵션; 주차 가능; 복층; 채광 양호,2106,7,낙성대역,8,풀옵션; 주차 가능; 복층; 채광 양호; 역세권 도보권; 학교 접근성 양호,,O,X,O,X,O,O,71.13,7.11,7.11,7.11,7.11,B+,6.64,8.0,10.0,19.9,9,0.0,83.7,0,5.71,560.9,1,9.96,30.5,2,10.0,19.9,6,92.2,인헌동 원룸 051,서울 관악구 인헌동,37.4769904,126.9637253,1450,50,4,8,2.0
낙성대역,synthetic_market_model,SYN0052,,인헌동 빌라 052,서울 관악구 인헌동,37.4791001,126.9647612,빌라,1700,47,4,"월세 1,700/47",고층 5/8층,53.8,38.3,북향,2026.05.27,옵션 언급; 엘리베이터; 복층; 역세권 도보권,옵션 언급; 엘리베이터; 복층; 역세권 도보권,2357,259,낙성대역,7,옵션 언급; 엘리베이터; 복층; 역세권 도보권,,X,O,O,O,X,X,38.2,3.82,3.82,3.82,3.82,D,2.92,5.5,6.58,168.4,9,0.0,168.4,0,4.7,638.1,1,0.0,169.6,0,0.0,169.2,0,34.4,인헌동 빌라 052,서울 관악구 인헌동,37.4791001,126.9647612,1700,47,4,7,2.0
낙성대역,synthetic_market_model,SYN0053,,인헌동 오피스텔 053,서울 관악구 인헌동,37.4824283,126.9663663,오피스텔,1650,54,7,"월세 1,650/54",3/4층,37.4,29.5,남향,2026.05.27,옵션 언급; 엘리베이터; 주차 가능; 채광 양호; 기준역 도보권,옵션 언급; 엘리베이터; 주차 가능; 채광 양호,2752,655,낙성대역,8,옵션 언급; 엘리베이터; 주차 가능; 채광 양호; 기준역 도보권,,O,O,X,O,O,O,36.72,3.67,3.67,3.67,3.67,D,0.26,10.0,0.0,504.1,0,0.0,504.1,0,1.32,898.3,1,0.0,500.1,0,0.0,547.7,0,28.9,인헌동 오피스텔 053,서울 관악구 인헌동,37.4824283,126.9663663,1650,54,7,8,2.0
낙성대역,synthetic_market_model,SYN0054,,인헌동 오피스텔 054,서울 관악구 인헌동,37.4753874,126.9657053,오피스텔,850,56,7,월세 850/56,4/5층,34.1,25.7,북향,2026.06.03,옵션 언급; 엘리베이터; 복층; 역세권 도보권; 학교 접근성 양호,옵션 언급; 엘리베이터; 복층; 역세권 도보권,2037,246,낙성대역,8,옵션 언급; 엘리베이터; 복층; 역세권 도보권; 학교 접근성 양호,,O,O,O,O,O,O,47.23,4.72,4.72,4.72,4.72,D,1.88,10.0,4.42,211.6,8,0.0,211.6,0,2.77,786.7,1,0.0,213.1,0,0.0,211.6,0,58.9,인헌동 오피스텔 054,서울 관악구 인헌동,37.4753874,126.9657053,850,56,7,8,2.0
낙성대역,synthetic_market_model,SYN0055,,인헌동 원룸 055,서울 관악구 인헌동,37.4759705,126.9587759,원룸,1050,59,8,"월세 1,050/59",4/5층,23.3,18.2,남서향,2026.06.03,신축/준신축; 풀옵션; 채광 양호; 역세권 도보권; 학교 접근성 양호,신축/준신축; 풀옵션; 채광 양호; 역세권 도보권,1844,446,낙성대역,9,신축/준신축; 풀옵션; 채광 양호; 역세권 도보권; 학교 접근성 양호,,O,O,X,O,O,O,71.65,7.17,7.17,7.17,7.17,B+,5.64,10.0,10.0,46.6,1,0.0,492.6,0,8.2,282.0,2,0.0,453.4,0,10.0,46.6,1,93.3,인헌동 원룸 055,서울 관악구 인헌동,37.4759705,126.9587759,1050,59,8,9,2.0
낙성대역,synthetic_market_model,SYN0056,,인헌동 분리형원룸 056,서울 관악구 인헌동,37.4772285,126.9618487,분리형원룸,1350,53,4,"월세 1,350/53",반지하/4층,30.0,23.9,남서향,2026.06.03,풀옵션; 주차 가능; 분리형; 복층; 채광 양호; 역세권 도보권; 학교 접근성 양호,풀옵션; 주차 가능; 분리형; 복층,2063,166,낙성대역,9,풀옵션; 주차 가능; 분리형; 복층; 채광 양호; 역세권 도보권; 학교 접근성 양호,,O,X,O,O,X,O,53.4,5.34,5.34,5.34,5.34,C,3.91,8.0,7.14,157.2,6,0.0,189.0,0,7.32,394.7,2,0.0,159.1,0,3.01,119.9,1,67.8,인헌동 분리형원룸 056,서울 관악구 인헌동,37.4772285,126.9618487,1350,53,4,9,2.0
낙성대역,synthetic_market_model,SYN0057,,인헌동 분리형원룸 057,서울 관악구 인헌동,37.4767569,126.9678613,분리형원룸,2000,59,4,"월세 2,000/59",고층 5/10층,29.9,20.1,동향,2026.05.18,신축/준신축; 주차 가능; 분리형; 역세권 도보권,신축/준신축; 주차 가능; 분리형; 역세권 도보권,2270,368,낙성대역,8,신축/준신축; 주차 가능; 분리형; 역세권 도보권,,O,O,O,X,O,O,46.53,4.65,4.65,4.65,4.65,D,1.77,10.0,5.16,196.8,6,0.0,196.8,0,1.13,913.1,2,0.0,198.8,0,0.0,215.7,0,57.8,인헌동 분리형원룸 057,서울 관악구 인헌동,37.4767569,126.9678613,2000,59,4,8,2.0
낙성대역,synthetic_market_model,SYN0058,,인헌동 분리형원룸 058,서울 관악구 인헌동,37.477287,126.965632,분리형원룸,2000,44,4,"월세 2,000/44",고층 8/8층,30.9,22.9,북향,2026.05.18,풀옵션; 주차 가능; 분리형; 역세권 도보권,풀옵션; 주차 가능; 분리형; 역세권 도보권,2214,175,낙성대역,8,풀옵션; 주차 가능; 분리형; 역세권 도보권,,O,O,X,O,X,O,86.8,8.68,8.68,8.68,8.68,A-,7.97,10.0,10.0,27.4,9,6.95,22.2,4,3.66,718.5,1,10.0,24.4,2,10.0,27.4,5,97.8,인헌동 분리형원룸 058,서울 관악구 인헌동,37.477287,126.965632,2000,44,4,8,2.0
낙성대역,synthetic_market_model,SYN0059,,인헌동 투룸 059,서울 관악구 인헌동,37.4766931,126.9621028,투룸,1300,52,8,"월세 1,300/52",고층 7/8층,53.2,39.9,남서향,2026.05.27,옵션 언급; 투룸 구조; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,옵션 언급; 투룸 구조; 채광 양호; 즉시입주 가능,2017,142,낙성대역,8,옵션 언급; 투룸 구조; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,,O,O,O,O,X,O,59.71,5.97,5.97,5.97,5.97,C,3.8,10.0,7.81,143.8,7,0.0,196.7,0,6.99,437.3,2,0.0,150.4,0,0.62,143.8,2,76.7,인헌동 투룸 059,서울 관악구 인헌동,37.4766931,126.9621028,1300,52,8,8,2.0
낙성대역,synthetic_market_model,SYN0060,,인헌동 분리형원룸 060,서울 관악구 인헌동,37.4761577,126.9639619,분리형원룸,600,46,10,월세 600/46,5/7층,31.2,21.9,남동향,2026.06.03,주차 가능; 분리형; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,주차 가능; 분리형; 채광 양호; 즉시입주 가능,2033,89,낙성대역,9,주차 가능; 분리형; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,,O,O,X,O,X,O,63.99,6.4,6.4,6.4,6.4,B,4.46,10.0,9.28,114.3,9,0.0,157.0,0,5.05,611.4,1,2.05,125.4,2,3.57,114.3,2,85.6,인헌동 분리형원룸 060,서울 관악구 인헌동,37.4761577,126.9639619,600,46,10,9,2.0
대학동(녹두거리),synthetic_market_model,SYN0061,,대학동 원룸 061,서울 관악구 대학동,37.4645958,126.9359427,원룸,700,40,8,월세 700/40,2/4층,31.7,22.9,남향,2026.05.18,풀옵션; 엘리베이터; 주차 가능; 채광 양호; 기준역 도보권; 학교 접근성 양호,풀옵션; 엘리베이터; 주차 가능; 채광 양호,1605,697,대학동(녹두거리),8,풀옵션; 엘리베이터; 주차 가능; 채광 양호; 기준역 도보권; 학교 접근성 양호,,X,O,O,O,X,O,19.25,1.93,1.93,1.93,1.93,D,0.0,5.5,0.0,341.4,0,0.0,344.8,0,0.0,1031.8,0,0.0,345.7,0,0.0,272.9,0,4.4,대학동 원룸 061,서울 관악구 대학동,37.4645958,126.9359427,700,40,8,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0062,,대학동 분리형원룸 062,서울 관악구 대학동,37.4723535,126.9421342,분리형원룸,500,35,4,월세 500/35,고층 11/12층,32.4,25.8,남향,2026.05.18,풀옵션; 분리형; 채광 양호; 역세권 도보권; 학교 접근성 양호,풀옵션; 분리형; 채광 양호; 역세권 도보권,1685,490,대학동(녹두거리),7,풀옵션; 분리형; 채광 양호; 역세권 도보권; 학교 접근성 양호,,O,O,X,X,X,X,29.02,2.9,2.9,2.9,2.9,D,0.96,6.5,0.0,308.8,0,0.0,308.8,0,4.82,629.1,2,0.0,573.3,0,0.0,308.8,0,18.9,대학동 분리형원룸 062,서울 관악구 대학동,37.4723535,126.9421342,500,35,4,7,2.0
대학동(녹두거리),synthetic_market_model,SYN0063,,대학동 원룸 063,서울 관악구 대학동,37.4716014,126.9397106,원룸,750,43,7,월세 750/43,고층 12/15층,30.1,22.0,남향,2026.05.18,풀옵션; 엘리베이터; 채광 양호; 역세권 도보권; 학교 접근성 양호,풀옵션; 엘리베이터; 채광 양호; 역세권 도보권,1754,260,대학동(녹두거리),8,풀옵션; 엘리베이터; 채광 양호; 역세권 도보권; 학교 접근성 양호,,O,O,X,X,X,O,60.31,6.03,6.03,6.03,6.03,B,4.97,8.0,10.0,88.2,2,0.0,88.2,0,6.76,465.9,1,0.0,373.6,0,6.18,88.2,2,77.8,대학동 원룸 063,서울 관악구 대학동,37.4716014,126.9397106,750,43,7,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0064,,대학동 원룸 064,서울 관악구 대학동,37.4680284,126.9402367,원룸,500,42,6,월세 500/42,1/3층,28.4,19.7,남향,2026.06.09,옵션 언급; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,옵션 언급; 채광 양호; 즉시입주 가능; 역세권 도보권,1450,426,대학동(녹두거리),8,옵션 언급; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,,X,X,X,O,X,O,26.89,2.69,2.69,2.69,2.69,D,1.18,5.5,2.03,259.3,1,0.0,259.3,0,2.82,783.0,1,0.0,503.6,0,0.0,243.9,0,14.4,대학동 원룸 064,서울 관악구 대학동,37.4680284,126.9402367,500,42,6,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0065,,대학동 빌라 065,서울 관악구 대학동,37.4753301,126.940374,빌라,300,53,7,월세 300/53,반지하/3층,58.7,39.4,서향,2026.06.03,주차 가능; 역세권 도보권; 학교 접근성 양호,주차 가능; 역세권 도보권; 학교 접근성 양호,2046,586,대학동(녹두거리),7,주차 가능; 역세권 도보권; 학교 접근성 양호,,O,X,O,O,X,O,36.65,3.67,3.67,3.67,3.67,D,1.33,8.0,0.0,424.7,0,0.0,424.7,0,6.66,479.8,1,0.0,425.7,0,0.0,449.3,0,27.8,대학동 빌라 065,서울 관악구 대학동,37.4753301,126.940374,300,53,7,7,2.0
대학동(녹두거리),synthetic_market_model,SYN0066,,대학동 빌라 066,서울 관악구 대학동,37.4678779,126.9389533,빌라,800,40,5,월세 800/40,1/3층,41.1,30.9,북향,2026.05.18,옵션 언급; 엘리베이터; 주차 가능; 역세권 도보권; 학교 접근성 양호,옵션 언급; 엘리베이터; 주차 가능; 역세권 도보권,1531,372,대학동(녹두거리),8,옵션 언급; 엘리베이터; 주차 가능; 역세권 도보권; 학교 접근성 양호,,X,X,O,O,O,O,26.57,2.66,2.66,2.66,2.66,D,1.13,5.5,1.35,273.0,1,0.0,273.0,0,3.37,740.6,1,0.0,395.1,0,0.46,145.4,1,13.3,대학동 빌라 066,서울 관악구 대학동,37.4678779,126.9389533,800,40,5,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0067,,대학동 원룸 067,서울 관악구 대학동,37.4708572,126.9385013,원룸,350,50,7,월세 350/50,1/3층,25.8,17.6,서향,2026.06.09,신축/준신축; 풀옵션; 엘리베이터; 역세권 도보권; 학교 접근성 양호,신축/준신축; 풀옵션; 엘리베이터; 역세권 도보권,1771,138,대학동(녹두거리),9,신축/준신축; 풀옵션; 엘리베이터; 역세권 도보권; 학교 접근성 양호,,O,X,X,X,X,O,62.8,6.28,6.28,6.28,6.28,B,5.35,8.0,10.0,54.1,3,0.0,54.1,0,6.97,439.4,1,0.0,284.1,0,9.6,54.1,2,84.4,대학동 원룸 067,서울 관악구 대학동,37.4708572,126.9385013,350,50,7,9,2.0
대학동(녹두거리),synthetic_market_model,SYN0068,,대학동 오피스텔 068,서울 관악구 대학동,37.4697144,126.9391609,오피스텔,450,49,6,월세 450/49,3/4층,27.3,19.7,남서향,2026.06.09,풀옵션; 엘리베이터; 주차 가능; 복층; 채광 양호; 역세권 도보권; 학교 접근성 양호,풀옵션; 엘리베이터; 주차 가능; 복층,1643,232,대학동(녹두거리),9,풀옵션; 엘리베이터; 주차 가능; 복층; 채광 양호; 역세권 도보권; 학교 접근성 양호,,O,O,X,O,O,X,61.52,6.15,6.15,6.15,6.15,B,4.89,8.5,10.0,71.6,2,0.0,71.6,0,5.52,575.1,1,0.0,378.3,0,7.83,71.6,2,80.0,대학동 오피스텔 068,서울 관악구 대학동,37.4697144,126.9391609,450,49,6,9,2.0
대학동(녹두거리),synthetic_market_model,SYN0069,,대학동 원룸 069,서울 관악구 대학동,37.4666267,126.9367263,원룸,1000,56,2,"월세 1,000/56",4/5층,26.1,20.5,서향,2026.05.27,풀옵션; 주차 가능; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,풀옵션; 주차 가능; 즉시입주 가능; 역세권 도보권,1628,466,대학동(녹두거리),8,풀옵션; 주차 가능; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,,X,O,O,O,X,O,32.75,3.28,3.28,3.28,3.28,D,2.08,5.5,3.61,227.9,6,0.0,228.6,0,2.41,814.5,1,0.0,230.0,0,5.13,98.7,2,21.1,대학동 원룸 069,서울 관악구 대학동,37.4666267,126.9367263,1000,56,2,8,2.0
대학동(녹두거리),synthetic_market_model,SYN0070,,대학동 오피스텔 070,서울 관악구 대학동,37.4707793,126.9370843,오피스텔,1250,40,4,"월세 1,250/40",3/5층,24.6,18.2,남서향,2026.05.27,풀옵션; 엘리베이터; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,풀옵션; 엘리베이터; 채광 양호; 즉시입주 가능,1859,14,대학동(녹두거리),9,풀옵션; 엘리베이터; 채광 양호; 즉시입주 가능; 역세권 도보권; 학교 접근성 양호,,O,O,O,O,X,O,61.73,6.17,6.17,6.17,6.17,B,4.11,10.0,6.06,178.8,10,0.0,174.1,0,7.45,378.3,1,0.0,167.0,0,8.04,69.6,2,81.1,대학동 오피스텔 070,서울 관악구 대학동,37.4707793,126.9370843,1250,40,4,9,2.0
대학동(녹두거리),synthetic_market_model,SYN0071,,대학동 원룸 071,서울 관악구 대학동,37.4682019,126.9443368,원룸,400,36,4,월세 400/36,1/3층,29.5,20.1,남서향,2026.05.18,주차 가능; 채광 양호; 기준역 도보권; 학교 접근성 양호,주차 가능; 채광 양호; 기준역 도보권; 학교 접근성 양호,1201,715,대학동(녹두거리),7,주차 가능; 채광 양호; 기준역 도보권; 학교 접근성 양호,,X,X,O,O,X,O,20.19,2.02,2.02,2.02,2.02,D,0.14,5.5,0.0,484.1,0,0.0,484.1,0,0.72,944.4,1,0.0,856.9,0,0.0,484.1,0,7.8,대학동 원룸 071,서울 관악구 대학동,37.4682019,126.9443368,400,36,4,7,2.0
대학동(녹두거리),synthetic_market_model,SYN0072,,대학동 원룸 072,서울 관악구 대학동,37.4729301,126.9392894,원룸,300,49,7,월세 300/49,반지하/5층,27.6,20.0,북향,2026.05.18,옵션 언급; 역세권 도보권; 학교 접근성 양호,옵션 언급; 역세권 도보권; 학교 접근성 양호,1890,313,대학동(녹두거리),7,옵션 언급; 역세권 도보권; 학교 접근성 양호,,O,X,X,O,X,O,45.77,4.58,4.58,4.58,4.58,D,2.73,8.0,4.11,217.9,2,0.0,217.9,0,7.51,370.0,1,0.0,315.9,0,0.0,217.9,0,56.7,대학동 원룸 072,서울 관악구 대학동,37.4729301,126.9392894,300,49,7,7,2.0
