포인트 WKT,시설물 ID,시군구 코,시군구명,읍면동 코,읍면동명,시설코드,안심귀갓길,안심귀갓_1,설치대수,비고,관리기관,전화번호,조성년월,세부위치,데이터 기,이미지명,center_lon,center_lat,geometry_wkt,source_dataset
POINT(126.952958 37.488968),1162010100_11_P47,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_11,관악안심11,1,,,,,원일빌라 앞,20220920,1162010100_11_P47_305.jpeg,126.952958,37.488968,POINT (126.952958 37.488968),Seoul Safe Route Facilities SHP
POINT(126.952958 37.488968),1162010100_11_P48,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_11,관악안심11,1,,관악경찰서 구암지구대,02-870-0850,,원일빌라 앞,20220920,1162010100_11_P48_307.jpeg,126.952958,37.488968,POINT (126.952958 37.488968),Seoul Safe Route Facilities SHP
POINT(126.952958 37.488968),1162010100_11_P49,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_11,관악안심11,1,,관악경찰서 구암지구대,02-870-0850,,원일빌라 앞,20220920,1162010100_11_P49_307.jpeg,126.952958,37.488968,POINT (126.952958 37.488968),Seoul Safe Route Facilities SHP
POINT(126.951838 37.482512),1162010100_12_P01,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_12,관악안심12,1,다목적 CCTV,관악구청 CCTV 통합관제센터,02-879-4963,,어사출또 서울대입구점 앞,20220927,1162010100_12_P01_302.jpeg,126.951838,37.482512,POINT (126.951838 37.482512),Seoul Safe Route Facilities SHP
POINT(126.951838 37.482512),1162010100_12_P02,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,2,,,,,어사출또 서울대입구점 앞,20220927,1162010100_12_P02_305.jpeg,126.951838,37.482512,POINT (126.951838 37.482512),Seoul Safe Route Facilities SHP
POINT(126.951838 37.482512),1162010100_12_P03,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_12,관악안심12,1,,관악경찰서 구암지구대,02-870-0850,,어사출또 서울대입구점 앞,20220927,1162010100_12_P03_307.jpeg,126.951838,37.482512,POINT (126.951838 37.482512),Seoul Safe Route Facilities SHP
POINT(126.951873 37.482526),1162010100_12_P04,1162000000,서울특별시 관악구,1162010100,봉천동,304,1162010100_12,관악안심12,1,,,,,어사출또 서울대입구점 앞,20220927,1162010100_12_P04_304.jpeg,126.951873,37.482526,POINT (126.951873 37.482526),Seoul Safe Route Facilities SHP
POINT(126.951881 37.482718),1162010100_12_P05,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,1,,,,,주아르 플라워 옆,20220927,1162010100_12_P05_305.jpeg,126.951881,37.482718,POINT (126.951881 37.482718),Seoul Safe Route Facilities SHP
POINT(126.951913 37.482893),1162010100_12_P06,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,1,,,,,중앙해피빌 앞,20220927,1162010100_12_P06_305.jpeg,126.951913,37.482893,POINT (126.951913 37.482893),Seoul Safe Route Facilities SHP
POINT(126.951971 37.482934),1162010100_12_P07,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,1,,,,,수공인중개사사무소 옆,20220927,1162010100_12_P07_305.jpeg,126.951971,37.482934,POINT (126.951971 37.482934),Seoul Safe Route Facilities SHP
POINT(126.951971 37.482934),1162010100_12_P08,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_12,관악안심12,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,수공인중개사사무소 옆,20220927,1162010100_12_P08_302.jpeg,126.951971,37.482934,POINT (126.951971 37.482934),Seoul Safe Route Facilities SHP
POINT(126.951951 37.483067),1162010100_12_P09,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,1,,,,,URBAN VILLAGE 옆,20220927,1162010100_12_P09_305.jpeg,126.951951,37.483067,POINT (126.951951 37.483067),Seoul Safe Route Facilities SHP
POINT(126.951972 37.483233),1162010100_12_P10,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,2,,,,,스마트빌 옆,20220927,1162010100_12_P10_305.jpeg,126.951972,37.483233,POINT (126.951972 37.483233),Seoul Safe Route Facilities SHP
POINT(126.951972 37.483233),1162010100_12_P11,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_12,관악안심12,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,스마트빌 옆,20220927,1162010100_12_P11_302.jpeg,126.951972,37.483233,POINT (126.951972 37.483233),Seoul Safe Route Facilities SHP
POINT(126.951996 37.483545),1162010100_12_P12,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,2,,,,,광장부동산 앞,20220927,1162010100_12_P12_305.jpeg,126.951996,37.483545,POINT (126.951996 37.483545),Seoul Safe Route Facilities SHP
POINT(126.952035 37.483585),1162010100_12_P13,1162000000,서울특별시 관악구,1162010100,봉천동,304,1162010100_12,관악안심12,1,,,,,광장부동산 앞,20220927,1162010100_12_P13_304.jpeg,126.952035,37.483585,POINT (126.952035 37.483585),Seoul Safe Route Facilities SHP
POINT(126.952010 37.483594),1162010100_12_P14,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_12,관악안심12,1,다목적 CCTV,관악구청 CCTV 통합관제센터,02-879-4963,,광장부동산 앞,20220927,1162010100_12_P14_302.jpeg,126.95201,37.483594,POINT (126.95201 37.483594),Seoul Safe Route Facilities SHP
POINT(126.952010 37.483594),1162010100_12_P15,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,1,,,,,광장부동산 앞,20220927,1162010100_12_P15_305.jpeg,126.95201,37.483594,POINT (126.95201 37.483594),Seoul Safe Route Facilities SHP
POINT(126.952010 37.483594),1162010100_12_P16,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_12,관악안심12,1,,관악경찰서 구암지구대,02-870-0850,,광장부동산 앞,20220927,1162010100_12_P16_307.jpeg,126.95201,37.483594,POINT (126.95201 37.483594),Seoul Safe Route Facilities SHP
POINT(126.952010 37.483594),1162010100_12_P17,1162000000,서울특별시 관악구,1162010100,봉천동,301,1162010100_12,관악안심12,1,,,,,광장부동산 앞,20220927,1162010100_12_P17_301.jpeg,126.95201,37.483594,POINT (126.95201 37.483594),Seoul Safe Route Facilities SHP
POINT(126.952085 37.483607),1162010100_12_P18,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,1,,,,,광장부동산 옆,20220927,1162010100_12_P18_305.jpeg,126.952085,37.483607,POINT (126.952085 37.483607),Seoul Safe Route Facilities SHP
POINT(126.952138 37.483782),1162010100_12_P19,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,1,,,,,가나하우스 앞,20220927,1162010100_12_P19_305.jpeg,126.952138,37.483782,POINT (126.952138 37.483782),Seoul Safe Route Facilities SHP
POINT(126.952391 37.484067),1162010100_12_P20,1162000000,서울특별시 관악구,1162010100,봉천동,304,1162010100_12,관악안심12,1,,,,,썬헤어샵 앞,20220927,1162010100_12_P20_304.jpeg,126.952391,37.484067,POINT (126.952391 37.484067),Seoul Safe Route Facilities SHP
POINT(126.952379 37.484091),1162010100_12_P21,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,1,,,,,썬헤어샵 앞,20220927,1162010100_12_P21_305.jpeg,126.952379,37.484091,POINT (126.952379 37.484091),Seoul Safe Route Facilities SHP
POINT(126.952379 37.484091),1162010100_12_P22,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_12,관악안심12,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,썬헤어샵 앞,20220927,1162010100_12_P22_302.jpeg,126.952379,37.484091,POINT (126.952379 37.484091),Seoul Safe Route Facilities SHP
POINT(126.952449 37.484068),1162010100_12_P23,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,1,,,,,요한열쇠 앞,20220927,1162010100_12_P23_305.jpeg,126.952449,37.484068,POINT (126.952449 37.484068),Seoul Safe Route Facilities SHP
POINT(126.952449 37.484068),1162010100_12_P24,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_12,관악안심12,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,요한열쇠 앞,20220927,1162010100_12_P24_302.jpeg,126.952449,37.484068,POINT (126.952449 37.484068),Seoul Safe Route Facilities SHP
POINT(126.952672 37.484297),1162010100_12_P25,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,1,,,,,밥딜러 옆,20220927,1162010100_12_P25_305.jpeg,126.952672,37.484297,POINT (126.952672 37.484297),Seoul Safe Route Facilities SHP
POINT(126.952672 37.484297),1162010100_12_P26,1162000000,서울특별시 관악구,1162010100,봉천동,308,1162010100_12,관악안심12,1,안심벨 위치 안내,,,,밥딜러 옆,20220927,1162010100_12_P26_308.jpeg,126.952672,37.484297,POINT (126.952672 37.484297),Seoul Safe Route Facilities SHP
POINT(126.952723 37.484338),1162010100_12_P27,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_12,관악안심12,1,다목적 CCTV,관악구청 CCTV 통합관제센터,02-879-4963,,GS25 봉천한가온점 옆,20220927,1162010100_12_P27_302.jpeg,126.952723,37.484338,POINT (126.952723 37.484338),Seoul Safe Route Facilities SHP
POINT(126.952723 37.484338),1162010100_12_P28,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,1,,,,,GS25 봉천한가온점 옆,20220927,1162010100_12_P28_305.jpeg,126.952723,37.484338,POINT (126.952723 37.484338),Seoul Safe Route Facilities SHP
POINT(126.952723 37.484338),1162010100_12_P29,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_12,관악안심12,1,,관악경찰서 구암지구대,02-870-0850,,GS25 봉천한가온점 옆,20220927,1162010100_12_P29_307.jpeg,126.952723,37.484338,POINT (126.952723 37.484338),Seoul Safe Route Facilities SHP
POINT(126.952723 37.484338),1162010100_12_P30,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_12,관악안심12,1,,관악경찰서 구암지구대,02-870-0850,,GS25 봉천한가온점 옆,20220927,1162010100_12_P30_307.jpeg,126.952723,37.484338,POINT (126.952723 37.484338),Seoul Safe Route Facilities SHP
POINT(126.952723 37.484338),1162010100_12_P31,1162000000,서울특별시 관악구,1162010100,봉천동,301,1162010100_12,관악안심12,1,,,,,GS25 봉천한가온점 옆,20220927,1162010100_12_P31_301.jpeg,126.952723,37.484338,POINT (126.952723 37.484338),Seoul Safe Route Facilities SHP
POINT(126.952911 37.484547),1162010100_12_P32,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,2,,,,,온천로28가길 44-3 앞,20220927,1162010100_12_P32_305.jpeg,126.952911,37.484547,POINT (126.952911 37.484547),Seoul Safe Route Facilities SHP
POINT(126.952911 37.484547),1162010100_12_P33,1162000000,서울특별시 관악구,1162010100,봉천동,301,1162010100_12,관악안심12,1,,,,,온천로28가길 44-3 앞,20220927,1162010100_12_P33_301.jpeg,126.952911,37.484547,POINT (126.952911 37.484547),Seoul Safe Route Facilities SHP
POINT(126.953040 37.484761),1162010100_12_P34,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_12,관악안심12,2,,,,,중앙럭스빌 옆,20220927,1162010100_12_P34_305.jpeg,126.95304,37.484761,POINT (126.95304 37.484761),Seoul Safe Route Facilities SHP
POINT(126.953040 37.484761),1162010100_12_P35,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_12,관악안심12,1,,관악경찰서 구암지구대,02-870-0850,,중앙럭스빌 옆,20220927,1162010100_12_P35_307.jpeg,126.95304,37.484761,POINT (126.95304 37.484761),Seoul Safe Route Facilities SHP
POINT(126.953040 37.484761),1162010100_12_P36,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_12,관악안심12,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,중앙럭스빌 옆,20220927,1162010100_12_P36_302.jpeg,126.95304,37.484761,POINT (126.95304 37.484761),Seoul Safe Route Facilities SHP
POINT(126.953060 37.484732),1162010100_12_P37,1162000000,서울특별시 관악구,1162010100,봉천동,304,1162010100_12,관악안심12,1,,,,,소망스튜디오 옆,20220927,1162010100_12_P37_304.jpeg,126.95306,37.484732,POINT (126.95306 37.484732),Seoul Safe Route Facilities SHP
POINT(126.926808 37.484769),1162010200_01_P01,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,삼일부동산,20220915,1162010200_01_P01_307.jpeg,126.926808,37.484769,POINT (126.926808 37.484769),Seoul Safe Route Facilities SHP
POINT(126.926808 37.484769),1162010200_01_P02,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,삼일부동산,20220915,1162010200_01_P02_305.jpeg,126.926808,37.484769,POINT (126.926808 37.484769),Seoul Safe Route Facilities SHP
POINT(126.926653 37.485109),1162010200_01_P03,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,빛나움,20220915,1162010200_01_P03_305.jpeg,126.926653,37.485109,POINT (126.926653 37.485109),Seoul Safe Route Facilities SHP
POINT(126.926653 37.485109),1162010200_01_P04,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,빛나움,20220915,1162010200_01_P04_307.jpeg,126.926653,37.485109,POINT (126.926653 37.485109),Seoul Safe Route Facilities SHP
POINT(126.926598 37.485124),1162010200_01_P05,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,빛나움,20220915,1162010200_01_P05_305.jpeg,126.926598,37.485124,POINT (126.926598 37.485124),Seoul Safe Route Facilities SHP
POINT(126.926623 37.485177),1162010200_01_P06,1162000000,서울특별시 관악구,1162010200,신림동,306,1162010200_01,관악안심01,1,,,,,빛나움,20220915,1162010200_01_P06_306.jpeg,126.926623,37.485177,POINT (126.926623 37.485177),Seoul Safe Route Facilities SHP
POINT(126.926589 37.485307),1162010200_01_P07,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,스타커피,20220915,1162010200_01_P07_305.jpeg,126.926589,37.485307,POINT (126.926589 37.485307),Seoul Safe Route Facilities SHP
POINT(126.926589 37.485307),1162010200_01_P08,1162000000,서울특별시 관악구,1162010200,신림동,302,1162010200_01,관악안심01,1,방범용 CCTV,관악구청 CCTV 통합관제센터,02-879-4963,,스타커피,20220915,1162010200_01_P08_302.jpeg,126.926589,37.485307,POINT (126.926589 37.485307),Seoul Safe Route Facilities SHP
POINT(126.926589 37.485307),1162010200_01_P09,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,스타커피,20220915,1162010200_01_P09_307.jpeg,126.926589,37.485307,POINT (126.926589 37.485307),Seoul Safe Route Facilities SHP
POINT(126.926626 37.485322),1162010200_01_P10,1162000000,서울특별시 관악구,1162010200,신림동,304,1162010200_01,관악안심01,1,,,,,스타커피,20220915,1162010200_01_P10_304.jpeg,126.926626,37.485322,POINT (126.926626 37.485322),Seoul Safe Route Facilities SHP
POINT(126.926444 37.485702),1162010200_01_P11,1162000000,서울특별시 관악구,1162010200,신림동,301,1162010200_01,관악안심01,1,,,,,감성커피,20220915,1162010200_01_P11_301.jpeg,126.926444,37.485702,POINT (126.926444 37.485702),Seoul Safe Route Facilities SHP
POINT(126.926444 37.485702),1162010200_01_P12,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,감성커피,20220915,1162010200_01_P12_307.jpeg,126.926444,37.485702,POINT (126.926444 37.485702),Seoul Safe Route Facilities SHP
POINT(126.926444 37.485702),1162010200_01_P13,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,감성커피,20220915,1162010200_01_P13_305.jpeg,126.926444,37.485702,POINT (126.926444 37.485702),Seoul Safe Route Facilities SHP
POINT(126.926444 37.485702),1162010200_01_P14,1162000000,서울특별시 관악구,1162010200,신림동,302,1162010200_01,관악안심01,1,철거 예정,관악구청 CCTV 통합관제센터,02-879-4963,,감성커피,20220915,1162010200_01_P14_302.jpeg,126.926444,37.485702,POINT (126.926444 37.485702),Seoul Safe Route Facilities SHP
POINT(126.926513 37.485728),1162010200_01_P15,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,감성커피,20220915,1162010200_01_P15_307.jpeg,126.926513,37.485728,POINT (126.926513 37.485728),Seoul Safe Route Facilities SHP
POINT(126.926513 37.485728),1162010200_01_P16,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,감성커피,20220915,1162010200_01_P16_305.jpeg,126.926513,37.485728,POINT (126.926513 37.485728),Seoul Safe Route Facilities SHP
POINT(126.926295 37.486119),1162010200_01_P17,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,가빈공인중개사,20220915,1162010200_01_P17_305.jpeg,126.926295,37.486119,POINT (126.926295 37.486119),Seoul Safe Route Facilities SHP
POINT(126.926233 37.486368),1162010200_01_P18,1162000000,서울특별시 관악구,1162010200,신림동,304,1162010200_01,관악안심01,1,,,,,손톱하는여자,20220915,1162010200_01_P18_304.jpeg,126.926233,37.486368,POINT (126.926233 37.486368),Seoul Safe Route Facilities SHP
POINT(126.926274 37.486382),1162010200_01_P19,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,손톱하는여자,20220915,1162010200_01_P19_307.jpeg,126.926274,37.486382,POINT (126.926274 37.486382),Seoul Safe Route Facilities SHP
POINT(126.926274 37.486382),1162010200_01_P20,1162000000,서울특별시 관악구,1162010200,신림동,302,1162010200_01,관악안심01,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,손톱하는여자,20220915,1162010200_01_P20_302.jpeg,126.926274,37.486382,POINT (126.926274 37.486382),Seoul Safe Route Facilities SHP
POINT(126.926274 37.486382),1162010200_01_P21,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,손톱하는여자,20220915,1162010200_01_P21_305.jpeg,126.926274,37.486382,POINT (126.926274 37.486382),Seoul Safe Route Facilities SHP
POINT(126.926274 37.486382),1162010200_01_P22,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,손톱하는여자,20220915,1162010200_01_P22_307.jpeg,126.926274,37.486382,POINT (126.926274 37.486382),Seoul Safe Route Facilities SHP
POINT(126.926145 37.486650),1162010200_01_P23,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,김가네,20220915,1162010200_01_P23_307.jpeg,126.926145,37.48665,POINT (126.926145 37.48665),Seoul Safe Route Facilities SHP
POINT(126.926145 37.486650),1162010200_01_P24,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,김가네,20220915,1162010200_01_P24_305.jpeg,126.926145,37.48665,POINT (126.926145 37.48665),Seoul Safe Route Facilities SHP
POINT(126.926145 37.486650),1162010200_01_P25,1162000000,서울특별시 관악구,1162010200,신림동,302,1162010200_01,관악안심01,1,다목적 CCTV,관악구청 토목과장,02-879-6781,,김가네,20220915,1162010200_01_P25_302.jpeg,126.926145,37.48665,POINT (126.926145 37.48665),Seoul Safe Route Facilities SHP
POINT(126.926139 37.486737),1162010200_01_P26,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,복돼지삼겹살맞은편,20220915,1162010200_01_P26_305.jpeg,126.926139,37.486737,POINT (126.926139 37.486737),Seoul Safe Route Facilities SHP
POINT(126.926042 37.487015),1162010200_01_P27,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,고래감자탕,20220915,1162010200_01_P27_307.jpeg,126.926042,37.487015,POINT (126.926042 37.487015),Seoul Safe Route Facilities SHP
POINT(126.926042 37.487015),1162010200_01_P28,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,고래감자탕,20220915,1162010200_01_P28_305.jpeg,126.926042,37.487015,POINT (126.926042 37.487015),Seoul Safe Route Facilities SHP
POINT(126.925996 37.487046),1162010200_01_P29,1162000000,서울특별시 관악구,1162010200,신림동,302,1162010200_01,관악안심01,2,,관악구청 CCTV 통합관제센터,02-879-4963,,고래감자탕,20220915,1162010200_01_P29_302.jpeg,126.925996,37.487046,POINT (126.925996 37.487046),Seoul Safe Route Facilities SHP
POINT(126.926037 37.487088),1162010200_01_P30,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,신림닭꼬치,20220915,1162010200_01_P30_305.jpeg,126.926037,37.487088,POINT (126.926037 37.487088),Seoul Safe Route Facilities SHP
POINT(126.925911 37.487172),1162010200_01_P31,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,일품,20220915,1162010200_01_P31_305.jpeg,126.925911,37.487172,POINT (126.925911 37.487172),Seoul Safe Route Facilities SHP
POINT(126.925911 37.487172),1162010200_01_P32,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,일품,20220915,1162010200_01_P32_307.jpeg,126.925911,37.487172,POINT (126.925911 37.487172),Seoul Safe Route Facilities SHP
POINT(126.925925 37.487280),1162010200_01_P33,1162000000,서울특별시 관악구,1162010200,신림동,304,1162010200_01,관악안심01,1,,,,,물레방아떡집,20220915,1162010200_01_P33_304.jpeg,126.925925,37.48728,POINT (126.925925 37.48728),Seoul Safe Route Facilities SHP
POINT(126.925893 37.487494),1162010200_01_P34,1162000000,서울특별시 관악구,1162010200,신림동,302,1162010200_01,관악안심01,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,스시상점,20220915,1162010200_01_P34_302.jpeg,126.925893,37.487494,POINT (126.925893 37.487494),Seoul Safe Route Facilities SHP
POINT(126.925893 37.487494),1162010200_01_P35,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,스시상점,20220915,1162010200_01_P35_305.jpeg,126.925893,37.487494,POINT (126.925893 37.487494),Seoul Safe Route Facilities SHP
POINT(126.925893 37.487494),1162010200_01_P36,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,스시상점,20220915,1162010200_01_P36_307.jpeg,126.925893,37.487494,POINT (126.925893 37.487494),Seoul Safe Route Facilities SHP
POINT(126.925777 37.487637),1162010200_01_P37,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,코끼리마트,20220915,1162010200_01_P37_305.jpeg,126.925777,37.487637,POINT (126.925777 37.487637),Seoul Safe Route Facilities SHP
POINT(126.925707 37.487976),1162010200_01_P38,1162000000,서울특별시 관악구,1162010200,신림동,302,1162010200_01,관악안심01,1,,관악구청 CCTV 통합관제센터,02-879-4963,,80부동산,20220915,1162010200_01_P38_302.jpeg,126.925707,37.487976,POINT (126.925707 37.487976),Seoul Safe Route Facilities SHP
POINT(126.925741 37.487959),1162010200_01_P39,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,80부동산,20220915,1162010200_01_P39_305.jpeg,126.925741,37.487959,POINT (126.925741 37.487959),Seoul Safe Route Facilities SHP
POINT(126.925741 37.487959),1162010200_01_P40,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,80부동산,20220915,1162010200_01_P40_307.jpeg,126.925741,37.487959,POINT (126.925741 37.487959),Seoul Safe Route Facilities SHP
POINT(126.925741 37.487959),1162010200_01_P41,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,80부동산,20220915,1162010200_01_P41_307.jpeg,126.925741,37.487959,POINT (126.925741 37.487959),Seoul Safe Route Facilities SHP
POINT(126.925741 37.487959),1162010200_01_P42,1162000000,서울특별시 관악구,1162010200,신림동,301,1162010200_01,관악안심01,1,,,,,80부동산,20220915,1162010200_01_P42_301.jpeg,126.925741,37.487959,POINT (126.925741 37.487959),Seoul Safe Route Facilities SHP
POINT(126.925677 37.487946),1162010200_01_P43,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,80부동산,20220915,1162010200_01_P43_305.jpeg,126.925677,37.487946,POINT (126.925677 37.487946),Seoul Safe Route Facilities SHP
POINT(126.925666 37.488149),1162010200_01_P44,1162000000,서울특별시 관악구,1162010200,신림동,304,1162010200_01,관악안심01,1,,,,,신텐,20220915,1162010200_01_P44_304.jpeg,126.925666,37.488149,POINT (126.925666 37.488149),Seoul Safe Route Facilities SHP
POINT(126.925613 37.488145),1162010200_01_P45,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,신텐,20220915,1162010200_01_P45_305.jpeg,126.925613,37.488145,POINT (126.925613 37.488145),Seoul Safe Route Facilities SHP
POINT(126.925670 37.488224),1162010200_01_P46,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,신텐,20220915,1162010200_01_P46_307.jpeg,126.92567,37.488224,POINT (126.92567 37.488224),Seoul Safe Route Facilities SHP
POINT(126.925670 37.488224),1162010200_01_P47,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,신텐,20220915,1162010200_01_P47_307.jpeg,126.92567,37.488224,POINT (126.92567 37.488224),Seoul Safe Route Facilities SHP
POINT(126.925670 37.488224),1162010200_01_P48,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,신텐,20220915,1162010200_01_P48_305.jpeg,126.92567,37.488224,POINT (126.92567 37.488224),Seoul Safe Route Facilities SHP
POINT(126.925619 37.488463),1162010200_01_P49,1162000000,서울특별시 관악구,1162010200,신림동,302,1162010200_01,관악안심01,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,읍천리382,20220915,1162010200_01_P49_302.jpeg,126.925619,37.488463,POINT (126.925619 37.488463),Seoul Safe Route Facilities SHP
POINT(126.925619 37.488463),1162010200_01_P50,1162000000,서울특별시 관악구,1162010200,신림동,307,1162010200_01,관악안심01,1,,관악경찰서 당곡지구대,02-870-0810,,읍천리382,20220915,1162010200_01_P50_307.jpeg,126.925619,37.488463,POINT (126.925619 37.488463),Seoul Safe Route Facilities SHP
POINT(126.925619 37.488463),1162010200_01_P51,1162000000,서울특별시 관악구,1162010200,신림동,305,1162010200_01,관악안심01,1,,,,,읍천리382,20220915,1162010200_01_P51_305.jpeg,126.925619,37.488463,POINT (126.925619 37.488463),Seoul Safe Route Facilities SHP
POINT(126.925560 37.488542),1162010200_01_P52,1162000000,서울특별시 관악구,1162010200,신림동,304,1162010200_01,관악안심01,1,,,,,새들어린이공원앞,20220915,1162010200_01_P52_304.jpeg,126.92556,37.488542,POINT (126.92556 37.488542),Seoul Safe Route Facilities SHP
POINT(126.925493 37.488848),1162010200_01_P53,1162000000,서울특별시 관악구,1162010200,신림동,302,1162010200_01,관악안심01,1,철거 예정,관악구청 CCTV 통합관제센터,02-879-4963,,청솔부동산,20220915,1162010200_01_P53_302.jpeg,126.925493,37.488848,POINT (126.925493 37.488848),Seoul Safe Route Facilities SHP
